text,intent,source
अब से 100 दिन बाद क्या तारीख होगी,retrieve_info,clinc150
अन्य समय क्षेत्रों में क्या समय है,retrieve_info,massive
क्या सुबह चार बजे अलार्म बजता है,retrieve_info,massive
कानपुर में वर्तमान समय क्या है,retrieve_info,massive
हम अभी किस समय देख रहे हैं,retrieve_info,massive
आज मुझे क्या करने की आवश्यकता है,retrieve_info,hwu64
ला की तुलना में न्यूयॉर्क कितना देर से है,retrieve_info,hwu64
क्या इस सप्ताह के लिए कोई कार्यक्रम निर्धारित हैं,retrieve_info,hwu64
क्या आप मुझे मेरी करने की सूची बता सकते हैं,save_note,clinc150
मैं जानना चाहता हूँ कि मेरी खरीदारी सूची में क्या है,save_note,clinc150
अंडे मेरी सूची में शामिल करो,save_note,massive
